"clogid","cbussinessid","cobjectid","cobjectline","calarmcode","crecvoccurutctime"
"20092","1534919295,1534921594,1534921595","19727095","9","1639","2017/9/22 02:53:04"
"20187","1534919357,1534920822,1534920823","19727119","9","1921","2017/9/22 02:53:08"
"20096","1534919359,1534921575,1534921576","19727130","9","1921","2017/9/22 02:53:09"
"20188","1534919361,1534920832,1534920833","19727140","9","1921","2017/9/22 02:53:10"
"20100","1534919363,1534920812,1534920813","19727150","9","1921","2017/9/22 02:53:11"
"20189","","19727156","2","1921","2017/9/22 02:53:12"
"20191","","13172891","9","1512","2018/5/6 02:53:12"
"20192","1534920262","19727266","1","999","2018/5/7 02:53:12"
"20193","","19727160","0","1819","2018/5/7 02:53:12"
"20194","1534923927","19727153","1","524","2018/5/9 02:53:12"
"20262","","19727059","2","1032","2017/9/22 02:55:25"
"20265","","19727059","2","1032","2017/9/22 02:56:10"
"20279","","19727059","2","1032","2017/9/22 02:59:14"
"20280","","19727059","2","1032","2017/9/22 02:59:50"
"20281","","19727059","2","1032","2017/9/22 02:59:59"
"20282","","19727059","2","1032","2017/9/22 03:00:41"
"20284","","19727059","2","1032","2017/9/22 03:01:20"
"20289","","19727059","2","1032","2017/9/22 03:03:23"
"20291","","19727059","2","1032","2017/9/22 03:05:06"
"20304","","19727059","2","1032","2017/9/22 03:07:14"
"20314","","19727059","2","1032","2017/9/22 03:09:29"
"20315","","19727059","2","1032","2017/9/22 03:10:05"
"20319","","19727059","2","1032","2017/9/22 03:11:23"
"20321","","19727059","2","1032","2017/9/22 03:12:35"
"20336","1534921137,1534921138","19727059","2","1032","2017/9/22 03:19:26"
"20339","1534921137,1534921138","19727059","2","1032","2017/9/22 03:21:36"
"20341","1534921137,1534921138","19727059","2","1032","2017/9/22 03:22:08"
"20375","1534921137,1534921138","19727059","2","1032","2017/9/22 03:24:15"
"20105","","19727166","1","1921","2017/9/22 02:53:13"
"20107","1534919366,1534921692,1534921693","19727169","9","698","2017/9/22 02:53:13"
"20109","1534919366,1534921692,1534921693","19727169","9","1639","2017/9/22 02:53:13"
"20113","1534919339,1534919343","19727171","1","1729","2017/9/22 02:53:13"
"20115","1534919339,1534919343","19727171","1","1731","2017/9/22 02:53:13"
"4017","1534921573,1534921574,1534921578","19727181","131073","60080","2017/9/22 02:36:15"
"4018","1534921573,1534921574,1534921578","19727181","131073","60080","2017/9/22 02:36:15"
"4019","1534921573,1534921574,1534921578","19727181","131073","60080","2017/9/22 02:36:15"
"4020","1534921573,1534921574,1534921578","19727181","131073","60080","2017/9/22 02:36:15"
"4021","1534921573,1534921574,1534921578","19727181","131073","60080","2017/9/22 02:36:15"
"4022","1534921573,1534921574,1534921578","19727181","131073","60080","2017/9/22 02:36:15"
"4023","1534921573,1534921574,1534921578","19727181","131073","60080","2017/9/22 02:36:15"
"4024","1534921573,1534921574,1534921578","19727181","131073","60080","2017/9/22 02:36:15"
"4025","1534920820,1534920821,1534921641","19727183","131073","60080","2017/9/22 02:36:15"
"4026","1534920820,1534920821,1534921641","19727183","131073","60080","2017/9/22 02:36:15"
"4027","1534920820,1534920821,1534921641","19727183","131073","60080","2017/9/22 02:36:15"
"4028","1534920820,1534920821,1534921641","19727183","131073","60080","2017/9/22 02:36:15"
"4029","1534920820,1534920821,1534921641","19727183","131073","60080","2017/9/22 02:36:15"
"4030","1534920820,1534920821,1534921641","19727183","131073","60080","2017/9/22 02:36:15"
"4031","1534920820,1534920821,1534921641","19727183","131073","60080","2017/9/22 02:36:15"
"4032","1534920820,1534920821,1534921641","19727183","131073","60080","2017/9/22 02:36:15"
"4037","1534920810,1534920811,1534921084","19727185","131073","60080","2017/9/22 02:36:15"
"4038","1534920810,1534920811,1534921084","19727185","131073","60080","2017/9/22 02:36:15"
"4039","1534920810,1534920811,1534921084","19727185","131073","60080","2017/9/22 02:36:15"
"4040","1534920810,1534920811,1534921084","19727185","131073","60080","2017/9/22 02:36:15"
"4041","1534919295,1534921595","19727265","1","1921","2017/9/22 02:36:15"
"4042","1534919357,1534920823","19727265","2","1921","2017/9/22 02:36:15"
"4043","1534919359,1534921576","19727265","3","1921","2017/9/22 02:36:15"
"4044","1534919361,1534920833","19727265","4","1921","2017/9/22 02:36:15"
"4045","1534919363,1534920813","19727265","5","1921","2017/9/22 02:36:15"
"4046","1534919365,1534921089","19727265","6","1921","2017/9/22 02:36:15"
"4047","","19727265","0","1524","2017/9/22 02:36:15"
"4048","","19727265","0","1524","2017/9/22 02:36:15"
"4049","","19727265","0","1524","2017/9/22 02:36:15"
"4050","","19727265","0","1524","2017/9/22 02:36:15"
"4051","","19727265","0","1524","2017/9/22 02:36:15"
"4052","","19727265","0","1524","2017/9/22 02:36:15"
"4053","","19727265","0","1524","2017/9/22 02:36:15"
"4054","","19727265","0","1524","2017/9/22 02:36:15"
"4055","","19727265","0","1524","2017/9/22 02:36:15"
"4056","","19727265","0","1524","2017/9/22 02:36:15"
"4057","","19727265","0","1524","2017/9/22 02:36:15"
"4058","","19727265","0","1524","2017/9/22 02:36:15"
"4059","","19727265","0","1524","2017/9/22 02:36:15"
"20195","1534923926","19727265","0","1715","2018/5/9 02:53:20"
"4060","","19727265","0","1524","2017/9/22 02:36:15"
"20196","","19727265","0","1524","2018/5/6 02:53:20"
"4061","","19727265","0","1524","2017/9/22 02:36:15"
"20197","","19727265","0","1524","2017/9/22 02:53:20"
"4062","","19727265","0","1524","2017/9/22 02:36:15"
"20198","","19727265","0","1524","2017/9/22 02:53:20"
"20308","","19727059","2","1921","2017/9/22 03:08:17"
"20312","1534921137,1534921138","19727059","2","1921","2017/9/22 03:09:11"
"20313","1534921137,1534921138","19727059","2","698","2017/9/22 03:09:29"
"20018","1534918890,1534918895,1534918902,1534918910,1534918919,1534918930,1534919523","19726643","9","1729","2017/9/22 02:53:16"
"20020","1534918890,1534918891,1534918893,1534918902,1534918910,1534918919,1534918930,1534919523","19726644","9","1729","2017/9/22 02:53:16"
"4100","1534918890,1534922211","19726553","8","1921","2017/9/22 02:36:17"
"20023","1534918895,1534918899","19726645","1","1729","2017/9/22 02:53:16"
"4143","1534922186,1534922187,1534922191","19726567","131073","60080","2017/9/22 02:36:17"
"20025","1534918895,1534918899","19726645","1","1731","2017/9/22 02:53:16"
"4144","1534922186,1534922187,1534922191","19726567","131073","60080","2017/9/22 02:36:17"
"20027","","19726647","1","1921","2017/9/22 02:53:16"
"4145","1534922186,1534922187,1534922191","19726567","131073","60080","2017/9/22 02:36:17"
"4146","1534922186,1534922187,1534922191","19726567","131073","60080","2017/9/22 02:36:17"
"20239","","13172757","0","220","2017/9/22 02:54:06"
"20381","","19726356","0","1032","2017/9/22 03:25:11"
"20387","","19726356","0","1032","2017/9/22 03:26:44"
"20380","1534921972,1534921973","19727060","2","906","2017/9/22 03:25:10"
"20392","","19726356","0","1032","2017/9/22 03:28:17"
"20390","1534921972,1534921973","19727060","2","1722","2017/9/22 03:28:16"
"20391","1534921972,1534921973","19727060","2","1032","2017/9/22 03:28:16"
"20014","","19727060","9","1232","2017/9/22 02:53:13"
"20211","","19727060","9","1232","2017/9/22 02:53:25"
"20212","","19727060","9","1232","2017/9/22 02:53:25"
"20213","","19727060","9","1232","2017/9/22 02:53:25"
"20271","","19727060","9","1232","2017/9/22 02:56:54"
"20272","","19727060","9","1232","2017/9/22 02:57:03"
"20278","","19727060","9","1232","2017/9/22 02:58:54"
"20287","","19727060","9","1232","2017/9/22 03:01:33"
"20288","1534918861","19727060","9","1232","2017/9/22 03:01:48"
"20309","1534918861","19727060","9","1232","2017/9/22 03:08:45"
"20311","1534918861","19727060","9","1232","2017/9/22 03:09:09"
"20320","1534918861","19727060","9","1232","2017/9/22 03:11:55"
"20326","1534918861","19727060","9","1232","2017/9/22 03:13:27"
"20335","1534918861","19727060","9","1232","2017/9/22 03:18:47"
"20337","1534918861","19727060","9","1232","2017/9/22 03:19:51"
"20354","1534918861","19727060","9","1232","2017/9/22 03:22:45"
"20374","1534918861,1534921970,1534921971","19727060","9","1232","2017/9/22 03:24:03"
"20388","1534918861,1534921970,1534921971","19727060","9","1232","2017/9/22 03:28:06"
"20389","1534918861,1534921970,1534921971","19727060","9","1232","2017/9/22 03:28:12"
"20436","1534918861,1534921970,1534921971","19727060","9","1232","2017/9/22 03:36:00"
"20437","1534918861,1534921970,1534921971","19727060","9","1232","2017/9/22 03:36:12"
"28000","1534918861,1534921970,1534921971","19727060","9","1232","2017/9/22 03:49:55"
"28001","1534918861,1534921970,1534921971","19727060","9","1232","2017/9/22 03:49:55"
"28002","1534918861,1534921970,1534921971","19727060","9","1232","2017/9/22 03:49:55"
"28274","1534918861,1534921970,1534921971","19727060","9","1232","2017/9/22 04:00:54"
"28275","1534918861,1534921970,1534921971","19727060","9","1232","2017/9/22 04:01:06"
"28357","1534918861,1534921970,1534921971","19727060","9","1232","2017/9/22 04:03:55"
"28358","1534918861,1534921970,1534921971","19727060","9","1232","2017/9/22 04:04:03"
"28384","1534918861,1534921970,1534921971","19727060","9","1232","2017/9/22 04:07:06"
"28385","1534918861,1534921970,1534921971","19727060","9","1232","2017/9/22 04:08:16"
"28423","1534918861,1534921970,1534921971","19727060","9","1232","2017/9/22 04:20:51"
"28424","1534918861,1534921970,1534921971","19727060","9","1232","2017/9/22 04:20:57"
"28450","1534918861,1534921970,1534921971","19727060","9","1232","2017/9/22 04:23:30"
"28451","1534918861,1534921970,1534921971","19727060","9","1232","2017/9/22 04:23:36"
"28621","1534918861,1534921970,1534921971","19727060","9","1232","2017/9/22 04:26:01"
"28649","1534918861,1534921970,1534921971","19727060","9","1232","2017/9/22 04:28:00"
"20393","1534921137,1534921138","19727059","2","1722","2017/9/22 03:29:28"
"4122","","19726554","0","1524","2017/9/22 02:36:17"
"4166","","19726554","0","1524","2017/9/22 02:36:19"
"20032","","19726554","0","1524","2017/9/22 02:53:14"
"20226","","19726554","0","1524","2017/9/22 02:53:42"
"20342","","19726554","0","1524","2017/9/22 03:22:35"
"20364","","19726554","0","1524","2017/9/22 03:23:30"
"20376","","19726554","0","1524","2017/9/22 03:24:44"
"20382","","19726554","0","1524","2017/9/22 03:25:48"
"20445","","19726554","0","1524","2017/9/22 03:39:19"
"20464","","19726554","0","1524","2017/9/22 03:39:55"
"20480","","19726554","0","1524","2017/9/22 03:42:35"
"28029","","19726554","0","1524","2017/9/22 03:49:57"
"28360","","19726554","0","1524","2017/9/22 04:06:28"
"28372","","19726554","0","1524","2017/9/22 04:06:32"
"4123","","19726554","0","1524","2017/9/22 02:36:17"
"4167","","19726554","0","1524","2017/9/22 02:36:19"
"20034","","19726554","0","1524","2017/9/22 02:53:14"
"20227","","19726554","0","1524","2017/9/22 02:53:42"
"20343","","19726554","0","1524","2017/9/22 03:22:35"
"20365","","19726554","0","1524","2017/9/22 03:23:30"
"20377","","19726554","0","1524","2017/9/22 03:24:44"
"20383","","19726554","0","1524","2017/9/22 03:25:48"
"20446","","19726554","0","1524","2017/9/22 03:39:19"
"20481","","19726554","0","1524","2017/9/22 03:42:35"
"28030","","19726554","0","1524","2017/9/22 03:49:57"
"28361","","19726554","0","1524","2017/9/22 04:06:28"
"28373","","19726554","0","1524","2017/9/22 04:06:32"
"4124","","19726554","0","1524","2017/9/22 02:36:17"
"4168","","19726554","0","1524","2017/9/22 02:36:19"
"20035","","19726554","0","1524","2017/9/22 02:53:14"
"20228","","19726554","0","1524","2017/9/22 02:53:42"
"20344","","19726554","0","1524","2017/9/22 03:22:35"
"20366","","19726554","0","1524","2017/9/22 03:23:30"
"20378","","19726554","0","1524","2017/9/22 03:24:44"
"20384","","19726554","0","1524","2017/9/22 03:25:48"
"20447","","19726554","0","1524","2017/9/22 03:39:19"
"20482","","19726554","0","1524","2017/9/22 03:42:35"
"28031","","19726554","0","1524","2017/9/22 03:49:57"
"28362","","19726554","0","1524","2017/9/22 04:06:28"
"28374","","19726554","0","1524","2017/9/22 04:06:32"
"20412","1534920806,1534920807,1534921676,1534921681,1534921686","19727149","9","1522","2017/9/22 03:35:20"
"20413","1534919362,1534920807,1534920808","19727149","9","1514","2017/9/22 03:35:20"
"20414","1534919362,1534920807,1534920808","19727149","9","1512","2017/9/22 03:35:20"
"20396","1534920805,1534920806,1534921673","19727184","131073","60080","2017/9/22 03:35:19"
"20397","1534920805,1534920806,1534921673","19727184","131073","60080","2017/9/22 03:35:19"
"20398","1534920805,1534920806,1534921673","19727184","131073","60080","2017/9/22 03:35:19"
"20399","1534920805,1534920806,1534921673","19727184","131073","60080","2017/9/22 03:35:19"
"20400","1534920975,1534920976,1534921537","19727180","131073","60080","2017/9/22 03:35:19"
"20401","1534920975,1534920976,1534921537","19727180","131073","60080","2017/9/22 03:35:19"
"20402","1534919295,1534919325,1534919357,1534919359,1534919361,1534919362,1534919364,1534919366","19727135","10","1729","2017/9/22 03:35:19"
"20403","1534919325,1534919329","19727133","1","1729","2017/9/22 03:35:19"
"20404","1534919362,1534920807,1534920808","19727173","5","1232","2017/9/22 03:35:19"
"20405","1534919362,1534920807,1534920808","19727173","5","60088","2017/9/22 03:35:19"
"20406","","19727173","5","60084","2017/9/22 03:35:19"
"20407","","19727173","5","60083","2017/9/22 03:35:19"
"20408","1534919364,1534921546,1534921547","19727173","6","1232","2017/9/22 03:35:19"
"20409","1534919364,1534921546,1534921547","19727173","6","60088","2017/9/22 03:35:19"
"20410","","19727173","6","60084","2017/9/22 03:35:19"
"20411","","19727173","6","60083","2017/9/22 03:35:19"
"20415","1534919364,1534921546,1534921547","19727159","9","1514","2017/9/22 03:35:21"
"20416","1534921545,1534921546,1534921552","19727159","9","1522","2017/9/22 03:35:21"
"20417","1534919364,1534921546,1534921547","19727159","9","1512","2017/9/22 03:35:21"
"20418","1534920805,1534920806,1534921673","19727184","131073","1715","2017/9/22 03:35:26"
"20419","1534920805,1534920806,1534921673","19727184","131073","1715","2017/9/22 03:35:26"
"20420","1534920805,1534920806,1534921673","19727184","131073","1715","2017/9/22 03:35:26"
"20421","1534920805,1534920806,1534921673","19727184","131073","1715","2017/9/22 03:35:26"
"20422","1534920975,1534920976,1534921537","19727180","131073","1715","2017/9/22 03:35:26"
"20423","1534920975,1534920976,1534921537","19727180","131073","1715","2017/9/22 03:35:26"
"20424","1534920805,1534920806,1534921673","19727184","131073","1522","2017/9/22 03:35:33"
"20425","1534920805,1534920806,1534921673","19727184","131073","60085","2017/9/22 03:35:33"
"20426","1534920805,1534920806,1534921673","19727184","131073","1522","2017/9/22 03:35:33"
"20427","1534920805,1534920806,1534921673","19727184","131073","60085","2017/9/22 03:35:33"
"20428","1534920805,1534920806,1534921673","19727184","131073","1522","2017/9/22 03:35:33"
"20429","1534920805,1534920806,1534921673","19727184","131073","60085","2017/9/22 03:35:33"
"20430","1534920805,1534920806,1534921673","19727184","131073","1522","2017/9/22 03:35:33"
"20431","1534920805,1534920806,1534921673","19727184","131073","60085","2017/9/22 03:35:33"
"20432","1534920975,1534920976,1534921537","19727180","131073","1522","2017/9/22 03:35:33"
"20433","1534920975,1534920976,1534921537","19727180","131073","60085","2017/9/22 03:35:33"
"20434","1534920975,1534920976,1534921537","19727180","131073","1522","2017/9/22 03:35:33"
"20435","1534920975,1534920976,1534921537","19727180","131073","60085","2017/9/22 03:35:33"
"28044","","19727173","0","1524","2017/9/22 03:50:03"
"28045","","19727265","0","1524","2017/9/22 03:50:03"
"28046","","19727265","0","1524","2017/9/22 03:50:03"
"28047","","19727265","0","1524","2017/9/22 03:50:03"
"28048","","19727265","0","1524","2017/9/22 03:50:03"
"28098","","19727088","0","788","2017/9/22 03:50:44"
"28099","1534920810,1534920811,1534921084","19727150","9","1639","2017/9/22 03:50:44"
"28212","1534920810,1534920811,1534921084","19727150","9","1639","2017/9/22 03:56:29"
"28100","1534921712,1534921713,1534921715","19727150","9","1639","2017/9/22 03:50:44"
"28213","1534921712,1534921713,1534921715","19727150","9","1639","2017/9/22 03:56:29"
"28088","","19727154","0","788","2017/9/22 03:50:38"
"28101","1534921717,1534921718,1534921720","19727150","9","1639","2017/9/22 03:50:44"
"28214","1534921717,1534921718,1534921720","19727150","9","1639","2017/9/22 03:56:29"
"28089","","19727156","2","95","2017/9/22 03:50:38"
"28110","","19727156","2","95","2017/9/22 03:50:44"
"28220","","19727156","2","95","2017/9/22 03:56:29"
"28102","1534921722,1534921723,1534921725","19727150","9","1639","2017/9/22 03:50:44"
"28215","1534921722,1534921723,1534921725","19727150","9","1639","2017/9/22 03:56:29"
"28090","","19727156","2","698","2017/9/22 03:50:38"
"28111","1534919359,1534921575,1534921576","19727130","9","1512","2017/9/22 03:50:44"
"28108","","19727156","2","698","2017/9/22 03:50:44"
"28157","1534919359,1534921575,1534921576","19727130","9","1512","2017/9/22 03:51:51"
"28124","","19727156","2","698","2017/9/22 03:51:47"
"28221","","19727156","2","698","2017/9/22 03:56:29"
"28112","1534921574,1534921575,1534921581","19727130","9","1522","2017/9/22 03:50:44"
"28159","1534921574,1534921575,1534921581","19727130","9","1522","2017/9/22 03:51:51"
"28091","","19727156","2","1734","2017/9/22 03:50:38"
"28106","","19727156","2","1734","2017/9/22 03:50:44"
"28123","","19727156","2","1734","2017/9/22 03:51:47"
"28092","","19727156","2","1786","2017/9/22 03:50:38"
"28107","","19727156","2","1786","2017/9/22 03:50:44"
"28093","","19727156","2","99","2017/9/22 03:50:38"
"28109","","19727156","2","99","2017/9/22 03:50:44"
"28125","","19727156","2","99","2017/9/22 03:51:47"
"28222","","19727156","2","99","2017/9/22 03:56:29"
"28095","1534919366,1534921692,1534921693","19727173","7","698","2017/9/22 03:50:43"
"28132","1534919366,1534921692,1534921693","19727173","7","698","2017/9/22 03:51:49"
"28096","1534919366,1534921692,1534921693","19727173","7","60088","2017/9/22 03:50:43"
"28133","1534919366,1534921692,1534921693","19727173","7","60088","2017/9/22 03:51:49"
"28230","1534919366,1534921692,1534921693","19727173","7","60088","2017/9/22 03:56:30"
"28097","","19727112","0","788","2017/9/22 03:50:43"
"28103","1534919365,1534921088,1534921089","19727160","9","698","2017/9/22 03:50:44"
"28219","1534919365,1534921088,1534921089","19727160","9","698","2017/9/22 03:56:29"
"28104","1534919365,1534921088,1534921089","19727160","9","1512","2017/9/22 03:50:44"
"28134","1534919365,1534921088,1534921089","19727160","9","1512","2017/9/22 03:51:49"
"28105","1534921087,1534921088,1534921588","19727160","9","1522","2017/9/22 03:50:44"
"28135","1534921087,1534921088,1534921588","19727160","9","1522","2017/9/22 03:51:49"
"28113","1534920830,1534920831,1534921096","19727140","9","1639","2017/9/22 03:50:45"
"28114","1534921658,1534921659,1534921661","19727140","9","1639","2017/9/22 03:50:45"
"28115","1534921663,1534921664,1534921666","19727140","9","1639","2017/9/22 03:50:45"
"28116","1534921668,1534921669,1534921671","19727140","9","1639","2017/9/22 03:50:45"
"28126","1534919295,1534921594,1534921595","19727095","9","524","2017/9/22 03:51:49"
"28236","1534919295,1534921594,1534921595","19727095","9","524","2017/9/22 03:56:31"
"28407","1534919295,1534921594,1534921595","19727095","9","524","2017/9/22 04:13:25"
"28127","1534919295,1534921594,1534921595","19727095","9","525","2017/9/22 03:51:49"
"28237","1534919295,1534921594,1534921595","19727095","9","525","2017/9/22 03:56:31"
"28128","1534919295,1534921594,1534921595","19727095","9","1512","2017/9/22 03:51:49"
"28136","1534919365,1534921088,1534921089","19727160","9","525","2017/9/22 03:51:49"
"28242","1534919365,1534921088,1534921089","19727160","9","525","2017/9/22 03:56:32"
"28129","1534919295,1534921594,1534921595","19727095","9","1659","2017/9/22 03:51:49"
"28238","1534919295,1534921594,1534921595","19727095","9","1659","2017/9/22 03:56:31"
"28137","1534919365,1534921088,1534921089","19727160","9","1659","2017/9/22 03:51:49"
"28243","1534919365,1534921088,1534921089","19727160","9","1659","2017/9/22 03:56:32"
"28130","1534921593,1534921594,1534921600,1534921605,1534921610","19727095","9","1522","2017/9/22 03:51:49"
"28138","1534921087,1534921088,1534921588","19727160","9","1660","2017/9/22 03:51:49"
"28131","1534921593,1534921594,1534921600,1534921605,1534921610","19727095","9","1660","2017/9/22 03:51:49"
"28244","1534921087,1534921088,1534921588","19727160","9","1660","2017/9/22 03:56:32"
"28239","1534921593,1534921594,1534921600,1534921605,1534921610","19727095","9","1660","2017/9/22 03:56:31"
"28139","1534919357,1534920822,1534920823","19727119","9","1639","2017/9/22 03:51:50"
"28149","1534919363,1534920812,1534920813","19727150","9","698","2017/9/22 03:51:50"
"28216","1534919363,1534920812,1534920813","19727150","9","698","2017/9/22 03:56:29"
"28140","1534919357,1534920822,1534920823","19727119","9","524","2017/9/22 03:51:50"
"28150","1534919363,1534920812,1534920813","19727150","9","1512","2017/9/22 03:51:50"
"28141","1534919357,1534920822,1534920823","19727119","9","525","2017/9/22 03:51:50"
"28232","1534919357,1534920822,1534920823","19727119","9","525","2017/9/22 03:56:31"
"28151","1534920811,1534920812,1534921713,1534921718,1534921723","19727150","9","1522","2017/9/22 03:51:50"
"28401","1534919357,1534920822,1534920823","19727119","9","525","2017/9/22 04:10:58"
"28152","1534919363,1534920812,1534920813","19727150","9","525","2017/9/22 03:51:50"
"28142","1534919357,1534920822,1534920823","19727119","9","1512","2017/9/22 03:51:50"
"28248","1534919363,1534920812,1534920813","19727150","9","525","2017/9/22 03:56:33"
"28153","1534919363,1534920812,1534920813","19727150","9","1659","2017/9/22 03:51:50"
"28143","1534919357,1534920822,1534920823","19727119","9","1659","2017/9/22 03:51:50"
"28249","1534919363,1534920812,1534920813","19727150","9","1659","2017/9/22 03:56:33"
"28233","1534919357,1534920822,1534920823","19727119","9","1659","2017/9/22 03:56:31"
"28402","1534919357,1534920822,1534920823","19727119","9","1659","2017/9/22 04:10:58"
"28154","1534920811,1534920812,1534921713,1534921718,1534921723","19727150","9","1660","2017/9/22 03:51:50"
"28144","1534920821,1534920822,1534921644,1534921649,1534921654","19727119","9","1522","2017/9/22 03:51:50"
"28250","1534920811,1534920812,1534921713,1534921718,1534921723","19727150","9","1660","2017/9/22 03:56:33"
"28156","1534919359,1534921575,1534921576","19727130","9","698","2017/9/22 03:51:51"
"28145","1534920821,1534920822,1534921644,1534921649,1534921654","19727119","9","1660","2017/9/22 03:51:50"
"28234","1534920821,1534920822,1534921644,1534921649,1534921654","19727119","9","1660","2017/9/22 03:56:31"
"28403","1534920821,1534920822,1534921644,1534921649,1534921654","19727119","9","1660","2017/9/22 04:10:58"
"28161","1534919359,1534921575,1534921576","19727130","9","524","2017/9/22 03:51:51"
"28146","1534919361,1534920832,1534920833","19727140","9","698","2017/9/22 03:51:50"
"28163","1534919359,1534921575,1534921576","19727130","9","525","2017/9/22 03:51:51"
"28245","1534919359,1534921575,1534921576","19727130","9","525","2017/9/22 03:56:32"
"28147","1534919361,1534920832,1534920833","19727140","9","1512","2017/9/22 03:51:50"
"28164","1534919359,1534921575,1534921576","19727130","9","1659","2017/9/22 03:51:51"
"28148","1534920831,1534920832,1534921659,1534921664,1534921669","19727140","9","1522","2017/9/22 03:51:50"
"28246","1534919359,1534921575,1534921576","19727130","9","1659","2017/9/22 03:56:32"
"28155","1534919361,1534920832,1534920833","19727140","9","524","2017/9/22 03:51:51"
"28165","1534921574,1534921575,1534921581","19727130","9","1660","2017/9/22 03:51:51"
"28247","1534921574,1534921575,1534921581","19727130","9","1660","2017/9/22 03:56:32"
"28158","1534919361,1534920832,1534920833","19727140","9","525","2017/9/22 03:51:51"
"28227","1534919361,1534920832,1534920833","19727140","9","525","2017/9/22 03:56:30"
"28160","1534919361,1534920832,1534920833","19727140","9","1659","2017/9/22 03:51:51"
"28228","1534919361,1534920832,1534920833","19727140","9","1659","2017/9/22 03:56:30"
"28162","1534920831,1534920832,1534921659,1534921664,1534921669","19727140","9","1660","2017/9/22 03:51:51"
"28229","1534920831,1534920832,1534921659,1534921664,1534921669","19727140","9","1660","2017/9/22 03:56:30"
"28166","1534919366,1534921692,1534921693","19727173","7","1512","2017/9/22 03:51:53"
"28240","1534919366,1534921692,1534921693","19727173","7","1512","2017/9/22 03:56:32"
"28167","","19727173","7","1522","2017/9/22 03:51:53"
"28241","","19727173","7","1522","2017/9/22 03:56:32"
"28168","1534920805,1534920806,1534921673","19727184","131073","1715","2017/9/22 03:52:01"
"28251","1534920805,1534920806,1534921673","19727184","131073","1715","2017/9/22 03:56:36"
"28169","1534920805,1534920806,1534921673","19727184","131073","1715","2017/9/22 03:52:01"
"28252","1534920805,1534920806,1534921673","19727184","131073","1715","2017/9/22 03:56:36"
"28170","1534920805,1534920806,1534921673","19727184","131073","1715","2017/9/22 03:52:01"
"28253","1534920805,1534920806,1534921673","19727184","131073","1715","2017/9/22 03:56:36"
"28171","1534920805,1534920806,1534921673","19727184","131073","1715","2017/9/22 03:52:01"
"28254","1534920805,1534920806,1534921673","19727184","131073","1715","2017/9/22 03:56:36"
"28174","1534920805,1534920806,1534921673","19727184","131073","1522","2017/9/22 03:52:08"
"28255","1534920805,1534920806,1534921673","19727184","131073","1522","2017/9/22 03:56:43"
"28175","1534920805,1534920806,1534921673","19727184","131073","60085","2017/9/22 03:52:08"
"28256","1534920805,1534920806,1534921673","19727184","131073","60085","2017/9/22 03:56:43"
"28176","1534920805,1534920806,1534921673","19727184","131073","1522","2017/9/22 03:52:08"
"28257","1534920805,1534920806,1534921673","19727184","131073","1522","2017/9/22 03:56:43"
"28177","1534920805,1534920806,1534921673","19727184","131073","60085","2017/9/22 03:52:08"
"28258","1534920805,1534920806,1534921673","19727184","131073","60085","2017/9/22 03:56:43"
"28178","1534920805,1534920806,1534921673","19727184","131073","1522","2017/9/22 03:52:08"
"28259","1534920805,1534920806,1534921673","19727184","131073","1522","2017/9/22 03:56:43"
"28179","1534920805,1534920806,1534921673","19727184","131073","60085","2017/9/22 03:52:08"
"28260","1534920805,1534920806,1534921673","19727184","131073","60085","2017/9/22 03:56:43"
"28180","1534920805,1534920806,1534921673","19727184","131073","1522","2017/9/22 03:52:08"
"28261","1534920805,1534920806,1534921673","19727184","131073","1522","2017/9/22 03:56:43"
"28181","1534920805,1534920806,1534921673","19727184","131073","60085","2017/9/22 03:52:08"
"28262","1534920805,1534920806,1534921673","19727184","131073","60085","2017/9/22 03:56:43"
"28203","1534921591,1534921592","19727095","1","1032","2017/9/22 03:56:28"
"28204","1534921592,1534921593,1534921597","19727095","9","1639","2017/9/22 03:56:28"
"28205","1534921599,1534921600,1534921602","19727095","9","1639","2017/9/22 03:56:28"
"28206","1534921604,1534921605,1534921607","19727095","9","1639","2017/9/22 03:56:28"
"28208","1534920805,1534920806,1534921673","19727184","131073","60080","2017/9/22 03:56:29"
"28207","1534921609,1534921610,1534921612","19727095","9","1639","2017/9/22 03:56:28"
"28209","1534920805,1534920806,1534921673","19727184","131073","60080","2017/9/22 03:56:29"
"28231","1534919359,1534921575,1534921576","19727130","9","1921","2017/9/22 03:56:31"
"28210","1534920805,1534920806,1534921673","19727184","131073","60080","2017/9/22 03:56:29"
"28235","1534919295,1534921594,1534921595","19727095","9","698","2017/9/22 03:56:31"
"28211","1534920805,1534920806,1534921673","19727184","131073","60080","2017/9/22 03:56:29"
"28217","1534919357,1534920822,1534920823","19727119","9","1921","2017/9/22 03:56:29"
"28218","1534919339,1534919344","19727266","1","1729","2017/9/22 03:56:29"
"28223","1534919366,1534921692,1534921693","19727173","7","1232","2017/9/22 03:56:29"
"28224","","19727173","7","60084","2017/9/22 03:56:29"
"28225","","19727173","7","60083","2017/9/22 03:56:29"
"28226","1534919361,1534920832,1534920833","19727140","9","1921","2017/9/22 03:56:30"
"28003","","19727002","0","1524","2017/9/22 03:49:57"
"28191","","19727002","0","1524","2017/9/22 03:52:51"
"28015","","19727002","0","1524","2017/9/22 03:49:57"
"28201","","19727002","0","1524","2017/9/22 03:53:46"
